"ISO3","Name","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"AFG","Afghanistan",0.128090050205282,0.128090050205282,0.141391908426762,0.154693766648242,0.14368919173632,0.132684616824399,0.135051651011073,0.137418685197748,0.116023326645072,0.114536093755705,0.0923215701565265,0.0925423497062542,0.054149844127556,0.0406184480913675,0.0681659463964588,0.0467591842812423,0.0570887011857636,0.0962030577556451,0.092630617666291,0.111294795578533,0.113709993369487,0.0709129714098434,0.0728544553444729,0.0795297609407581,0.0987034807291318,0.0816409002805613,0.160140146494113,0.152908368975863
"ALB","Albania",0.219565234792226,0.219565234792226,0.208283643771567,0.197002052750907,0.212691806003033,0.228381559255159,0.229556928009639,0.230732296764119,0.228790196050267,0.258696545937662,0.238108469151774,0.243332657708803,0.262557844296854,0.285950320270151,0.299733979008893,0.30287383756305,0.263741155797117,0.24604973466432,0.252436305346615,0.290335743907565,0.299937639508608,0.316704823827569,0.314538359391388,0.299603057338977,0.295450269118594,0.293374985211005,0.292544622195039,0.331328316569914
"DZA","Algeria",0.294796908033668,0.294796908033668,0.254565852119698,0.214334796205728,0.206211868652451,0.198088941099175,0.204820003537298,0.211551065975421,0.260648227288791,0.26432096938615,0.317865794213723,0.295205846365285,0.288917370991991,0.279458211809552,0.283713837685858,0.298152748965813,0.293426685016169,0.30518991207963,0.316439560789596,0.284238552330894,0.278163934873816,0.270266597748213,0.28749170637537,0.273659911444758,0.274295728587317,0.271866262636984,0.278949382656081,0.278426874710046
"AND","Andorra",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AGO","Angola",0.156604767983006,0.156604767983006,0.155138957892017,0.153673147801027,0.151711241620987,0.149749335440947,0.154580813813049,0.159412292185151,0.118027694648122,0.108345439567314,0.120851803358283,0.139741037156207,0.124459386157193,0.124167115042318,0.103701037186908,0.11871486894072,0.110667901175412,0.125630334660571,0.117703131714327,0.0898965313104004,0.0969042672021372,0.084023778840186,0.0929928726637644,0.149349991452811,0.181734820679528,0.209270504235931,0.275281053956724,0.286702516799147
"ATG","Antigua and Barbuda",0.625154660816932,0.625154660816932,0.626703297504583,0.628251934192234,0.625742143027648,0.623232351863063,0.621929995119495,0.620627638375927,0.62152668318502,0.618246637566384,0.595847052787639,0.682578053821965,0.688867420098582,0.718717094828407,0.728142742339684,0.724465285307814,0.717687539535548,0.714981633137087,0.713376033461562,0.57111608366136,0.572954113160841,0.573567589189291,0.470605765328718,0.47944387923101,0.480193156338347,0.479971290571875,0.478464180258745,0.496544199714977
"ARG","Argentina",0.401822018596141,0.401822018596141,0.390075561074466,0.378329103552791,0.381901860598137,0.385474617643483,0.357345965967822,0.329217314292162,0.314748489219851,0.329825808115104,0.338258420516676,0.348951144999916,0.339549894533494,0.325119734665416,0.322682223172763,0.343434253582556,0.341394927903718,0.322582400881934,0.325317316463225,0.298774585779297,0.291548194799603,0.356372534157782,0.35411131187351,0.402431156610717,0.400528976932128,0.387458412632867,0.32801761017075,0.322324559753955
"ARM","Armenia",0.316341020028933,0.316341020028933,0.263077850860482,0.20981468169203,0.219957842180616,0.230101002669202,0.238140246988007,0.246179491306812,0.275876122551894,0.263359163864479,0.267982458689225,0.271228745925009,0.253600839346063,0.261299477618152,0.2822142280934,0.265294384063434,0.272303353513619,0.289908000662723,0.303142026875785,0.295161506792192,0.28501791455815,0.273553304582467,0.278758400395967,0.331094728571637,0.372926710345236,0.424329360701756,0.436382759260817,0.431566854135798
"AUS","Australia",0.856821748172716,0.856821748172716,0.847712645465324,0.838603542757931,0.845957250675635,0.853310958593337,0.841738398547274,0.830165838501211,0.860945068052404,0.886373587068447,0.87184034968586,0.873713412245255,0.885224732967491,0.891311494122175,0.89462751852887,0.890453376041138,0.893741275315224,0.879851763555464,0.833944858511944,0.850408121441802,0.8485430358937,0.832595811581128,0.828069775986882,0.831532045600655,0.836314003454183,0.800621510605807,0.817796673822036,0.830867925144823
"AUT","Austria",0.823434501938989,0.823434501938989,0.831162690789001,0.838890879639015,0.833335179102271,0.827779478565524,0.846647097678203,0.86551471679088,0.876715537145624,0.891146361764644,0.864885629394964,0.86315028678315,0.88579326634983,0.845646613246092,0.814666560379617,0.792151487117757,0.763216016259726,0.753320054030957,0.778611675471715,0.762401922509065,0.763696775105409,0.769350831369053,0.770154480991523,0.785768946059723,0.774971088131226,0.764940613206839,0.710948691973001,0.714542102555966
