Country Name,Country Code,Series Name,Series Code,2023 [YR2023],2022 [YR2022],2021 [YR2021],2020 [YR2020],2019 [YR2019],2018 [YR2018],2017 [YR2017],2016 [YR2016],2015 [YR2015],2014 [YR2014],2013 [YR2013],2012 [YR2012],2011 [YR2011],2010 [YR2010],2009 [YR2009],2008 [YR2008],2007 [YR2007],2006 [YR2006],2005 [YR2005],2004 [YR2004],2003 [YR2003],2002 [YR2002],2001 [YR2001],2000 [YR2000],1999 [YR1999],1998 [YR1998],1997 [YR1997],1996 [YR1996],1995 [YR1995],1994 [YR1994],1993 [YR1993],1992 [YR1992],1991 [YR1991],1990 [YR1990]
China,CHN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,83.2,81.4,79.4,77.6,75.4,73.1,70.6,68.2,65.6,63.2,60.7,58.1,55.8,53.3,51.3,49.1,47.3,45.7,44.3,42.9,41.6,40.4,..,..,..,..,..,..,..,..,..,..
China,CHN,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,Gini index,SI.POV.GINI,..,..,..,37.1,38.2,38.5,39.1,38.5,38.6,39.2,39.7,42.2,42.4,43.7,..,43,..,..,40.9,..,..,42,..,..,38.7,..,..,35.2,..,..,33.9,..,..,32.2
China,CHN,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,..,75.933,75.839,74.291,75.389,75.495,75.712,75.932,76.067,76.16,76.275,76.555,76.878,76.86,77.395,77.94,78.483,79.011,79.544,80.091,80.619,81.122,81.601,82.051,82.265,82.457,82.652,82.865,83.062,83.247,83.425,83.6,83.797,..
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.967,4.98,4.55,5,4.56,4.31,4.47,4.56,4.65,4.63,4.6,4.58,4.55,4.53,4.72,4.59,4.35,4.43,4.52,4.49,4.58,4.24,3.8,3.26,3.25,3.24,3.23,3.12,3,2.9,2.69,2.37,2.37,..
China,CHN,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,0,0.6,1.7,3.1,4.5,5.7,7.2,8.5,10.2,12.7,17.2,..,..,..,..,30.2,..,..,..,..,49.8,..,..,..,..,..,..,..,..,..,..
China,CHN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..,67.220232502194,65.9328271010443,64.6096780871316,63.2498394976181,59.700945981579,56.2128873830603,52.7910624216511,49.4481203184288,46.1899310936473,43.0189727911805,39.938985413215,36.9507361108525,34.0472448660203,31.2214592412194,28.5018140150073,25.8891268633777,23.3882035150291,20.9939612070134,18.7051196156204,16.5364386131506,14.4912585801225,13.7504771394736,13.3858095689807,..,..,..,..,..,..,..,..,..,..
China,CHN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,4.31,4.02,3.79,3.55,3.29,3.01,2.69,2.47,2.29,2.13,1.99,1.91,1.84,1.79,1.73,1.7,1.66,1.68,2.5199999809,2.5299999714,2.5499999523,2.5499999523,2.6099998951,2.6300001144,2.6300001144,2.6199998856,2.5999999046,2.5799999237
China,CHN,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,7.2,6.7,6.5,6.4,6.5,6.4,6.2,6.2,5.3,5.4,5.1,..,5.2,..,..,5.9,..,..,5.7,..,..,6.5,..,..,7.4,..,..,7.9,..,..,8.3
China,CHN,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,..,..,..,..,3.54971055780421,..,..,..,4.13279712445999,..,..,..,..,5.09855007586708,..,..,..,..,..,..,..,..,..,9.45105229809989,..,..,..,..,..,..,..,..,..,..
China,CHN,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,..,..,..,4.01,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,Coastal protection,EN.CLC.CSTP.ZS,..,..,..,71.67,71.09,69.83,69.87,71.09,71.77,73.8,68.38,68.99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,Economic and Social Rights Performance Score,SD.ESR.PERF.XQ,..,..,..,..,..,2.532732755,2.517104225,2.524373474,2.504706437,2.451983784,2.443618253,2.386324185,2.37418481,2.449134428,2.435435285,2.404841309,2.387998651,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,Heat Index 35,EN.CLC.HEAT.XD,..,..,..,3.96,4.06,4.61,4.55,4.64,2.39,2.51,4.33,2.6,2.25,3.84,2.74,1.81,2.71,3.34,2.58,2.36,3.98,2.49,2.7,2.52,2.07,4.17,1.8,2.23,3.18,3.49,1.82,2.15,2.44,2.93
China,CHN,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,..,..,41.5185287974,43.9754020537,43.3027563138,43.5444997882,44.1141671901,43.2216882605,43.3385431121,44.0250653657,43.7329282365,43.4553979638,42.8587078775,42.5935934328,42.0750500285,41.5345963395,41.4834723419,40.4682958181,40.4215538774,40.3748119367,40.3280699961,40.2813280554,40.2345861147,39.9685326578,39.7024792009,39.436425744,39.170372287,38.9043188301,38.6382653732,38.3722119163,37.7538549929,37.1354980695,36.5171411461
China,CHN,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,..,..,..,..,..,..,..,..,70.3094269525225,72.6339078091231,75.2790685739732,75.6589120538476,78.8771230435926,77.1871941416238,78.3826698942494,78.7505137453006,80.9542353410791,80.3394960281986,79.196117843634,78.1736980497408,79.5555683486371,77.5435809266796,76.2524570393714,78.2136371481806,77.6711854810807,75.6361456102784,76.3592889439804,76.1976042360957,73.7489508033424,74.7896298929701,73.5037851905835,75.0317940883551,73.5079136690647,71.0390684857421
China,CHN,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,..,..,..,..,..,..,..,..,..,15.0218007401139,14.7564514134368,14.3597403782927,11.8601232108012,11.4464132180229,10.3609956987037,8.43554507293036,8.42170830960485,7.85807370297785,6.05619214257007,4.89483848954711,3.08954304763794,1.50054263897109,-0.673828879608587,0.548408768497482,2.25533921990733,-0.0712441739196679,-0.695494594431339,-1.63710522950669,-1.91875711460482,-1.36990783452558,-0.442131049073803,-3.09775633764121,-4.56586389967736,-1.1661638515884
China,CHN,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,..,..,..,6.37,6.31,6.39,6.51,6.71,7.21,7.69,8.05,8.41,8.75,8.93,8.95,9.18,9.81,10.41,10.72,10.84,10.48,10.11,10.38,10.89,..,..,..,..,..,..,..,..,..,..
China,CHN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..,..,..,..,..,2224.35489845903,2204.24329905226,2149.60256906343,2085.08302163141,1954.72255616896,1778.43351862146,1672.90411994066,1630.17102857988,1515.1736777471,1393.69132405731,1268.13290434581,1118.43177274138,984.810714620431,928.811433738255,898.987313140273,878.52453551629,869.358607334522,871.756323801394,881.653737423514,866.834374260803,816.162889997357,788.128723566749,752.628662540666,736.851801386885,766.995329395649
China,CHN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..,..,..,..,..,87.6704307681854,88.2374925685652,88.4191622067537,88.8983629317114,88.2551986732039,87.635694692845,87.2240518182102,87.4078573323802,86.8283422182192,85.8727359992899,84.7964546509664,83.2297577410762,81.202125230752,80.1974022674318,79.8413558376096,79.4000083961012,78.9940358838221,78.9351141704471,78.9858756104578,78.4278583846591,77.0450401308995,76.4687872871531,75.4319836058588,74.8319675985941,75.709160650649
China,CHN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,..,..,..,..,..,..,..,..,23.926817173663,22.6091537829535,20.2962273802567,19.9662489377563,16.7617704327503,18.6228260527723,17.8637981987375,17.7374440648538,15.263347136776,15.5927834152258,16.1750249753446,16.2232664186372,15.0370403322247,17.6186278990475,18.9585191657511,16.6394981921286,16.6814659250101,18.0611563169165,17.5124660177764,17.5522106198623,19.2141393015674,18.0884357039359,18.1252601684878,17.5846836703706,18.4711307876776,20.4079398906752
China,CHN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,..,..,..,14.81,14.33,13.55,13.14,12.6,12.18,11.91,11.47,11.53,11.34,12.26,13.43,14.14,14.88,16.39,17.44,20.17,23.86,27,28.36,29.63,30.29,29.53,29.99,30.54,29.35,31.1,31.51,32.75,33.08,33.91
China,CHN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,7.75613790659769,7.64543578560038,7.53319313353674,7.22616015441748,7.10547993572515,7.14513153508327,7.30471287157582,7.32015492503154,7.04520023039603,6.90134732553428,6.33541976743751,5.79831993750282,5.43507909606652,5.30636800631315,4.91027619715946,4.46769636118185,3.94515487143877,3.43403647935424,2.96482122774133,2.77476219679994,2.65040910152893,2.51742076336975,2.60583573214379,2.54790366441071,2.52187187384502,2.5634787588548,2.32218922921378,2.24484207935915,2.07574040533233,2.00054328368585,1.91454626338438
China,CHN,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-407.479,..,..,..,..
China,CHN,Methane emissions (metric tons of CO2 equivalent per capita),EN.ATM.METH.PC,..,..,..,0.840681157253207,0.826296804463877,0.817793436510879,0.799853346368575,0.797673542827085,0.831536409490818,0.837673839167262,0.833337187875943,0.821954761148731,0.827180593813544,0.796622405537843,0.764202783828854,0.745642884373667,0.735822114600288,0.717227961815991,0.691689231583469,0.666998128117586,0.635081729431853,0.619688274445486,0.629421044541416,0.639464961885566,0.644843421154514,0.654921275670627,0.659663822043371,0.703455295306148,0.704044605865436,0.680327127916196,0.669042551169343,0.668784700893585,0.672059745911469,0.672792508181486
China,CHN,Nitrous oxide emissions (metric tons of CO2 equivalent per capita),EN.ATM.NOXE.PC,..,..,..,0.380497633264829,0.381133089657573,0.388909373520773,0.393283785305272,0.397526083557311,0.398286834316525,0.3895345904101,0.38352519350958,0.376334737222989,0.369918972517444,0.365115421187781,0.357542091927948,0.350714953478453,0.340941201925813,0.335985246296777,0.327957431810511,0.321763637983913,0.311268422229121,0.310073639097157,0.297326823760664,0.29752676951954,0.304055831520633,0.294087149166422,0.289621315692133,0.315685841402817,0.2974746273203,0.264100782742578,0.25561689920573,0.265603654600548,0.263765815012426,0.260742354153728
