"ISO3","Name","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"AFG","Afghanistan",0.132618817146867,0.132618817146867,0.137714220582475,0.142809624018083,0.138254403820145,0.133699183622207,0.152263057272461,0.170826930922716,0.181366664555024,0.167750133522949,0.166997745063711,0.147643155777304,0.130028940918013,0.117235678812926,0.121755043509774,0.129718566471048,0.132060759537496,0.175743916908127,0.172591804585367,0.193779720403057,0.189242899027299,0.158100676640552,0.148289842677754,0.1580721581492,0.165823300417623,0.141336158464827,0.170507131303744,0.179987450038654
"ALB","Albania",0.379199656769439,0.379199656769439,0.366712896136917,0.354226135504395,0.356635693445172,0.35904525138595,0.37348019960334,0.38791514782073,0.380313493228834,0.398481640973432,0.376343984248822,0.39298439603279,0.421986076010233,0.443420387423066,0.456567710638814,0.455988068956937,0.441998965267554,0.437612805734876,0.450077872856346,0.487928184291518,0.47853645988053,0.483044415575088,0.481261308049459,0.478907045892276,0.467075598438437,0.46556467296368,0.472414409092895,0.483421649741261
"DZA","Algeria",0.28813302249011,0.28813302249011,0.27715239573102,0.26617176897193,0.27681114258611,0.287450516200291,0.303095219010119,0.318739921819947,0.332008219406588,0.351375414503493,0.381160136050112,0.358397139006568,0.353870766906768,0.349984930886798,0.32704958947535,0.321442348041042,0.309179077915896,0.309904652983774,0.332870584163579,0.311780993109464,0.310008480505457,0.309641815383091,0.319418595446428,0.321739245581133,0.307980146108792,0.320973811964132,0.323542737328835,0.340043260790578
"AND","Andorra",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AGO","Angola",0.196201801371854,0.196201801371854,0.19211876196687,0.188035722561884,0.190212769383539,0.192389816205194,0.208022924498047,0.223656032790898,0.250445276213056,0.241814903438856,0.254690470850546,0.28597200274683,0.277551684652904,0.289125100001133,0.293684532684821,0.300824738397079,0.29011587675685,0.29743059713944,0.293515765181849,0.308629913990844,0.304987921450721,0.305768690736907,0.299587872362036,0.329467454903891,0.333769036019415,0.333237889122564,0.352677515819794,0.359545927040004
"ATG","Antigua and Barbuda",0.673600354044614,0.673600354044614,0.673960506592246,0.674320659139877,0.672362833897008,0.67040500865414,0.670466458578813,0.670527908503487,0.673304848257466,0.670556619932927,0.641904000632425,0.67327611253959,0.672777871646064,0.688471267575357,0.689094335278202,0.6945630961343,0.694034351308191,0.692728384322929,0.686111775730423,0.59859565195525,0.626395000864012,0.615759084961794,0.576760433248983,0.589515273814456,0.597440457450237,0.60054706500642,0.589801460468726,0.594158014647184
"ARG","Argentina",0.53050888535566,0.53050888535566,0.519553198005726,0.508597510655792,0.501740789628829,0.494884068601866,0.429345409155905,0.363806749709945,0.386697040151306,0.379820556437376,0.425255653801663,0.424443524608164,0.423967220769263,0.404239135595624,0.391212138003593,0.411939612642722,0.42566141315915,0.405916214917183,0.401839111082646,0.375016207036078,0.387908342388137,0.460538486239058,0.469985706702624,0.476302056832494,0.448394456900529,0.44104824038857,0.42325094304898,0.417928144516327
"ARM","Armenia",0.42224151871983,0.42224151871983,0.405440868585805,0.38864021845178,0.389782213650462,0.390924208849144,0.409309027077863,0.427693845306581,0.468481418533605,0.438474596434485,0.445356588510876,0.440211944643123,0.454537220623297,0.459243448743608,0.466774306578353,0.454990506070472,0.451959335728742,0.471043907816089,0.471331304764392,0.444240174289589,0.442724936458394,0.437824513731982,0.439655308780632,0.466940076175449,0.474358925333856,0.474434945581027,0.47108476353471,0.460278759402208
"AUS","Australia",0.822017321024604,0.822017321024604,0.815317979889082,0.808618638753558,0.818906787355022,0.829194935956485,0.820472913600649,0.811750891244813,0.817408815549393,0.830639113109377,0.81553567037483,0.821201481155951,0.826201845013701,0.833631862889508,0.831419178560657,0.827049744213597,0.836413804447295,0.833301100735095,0.824364129188606,0.839102677191663,0.821539796502231,0.826196139246913,0.81657239955102,0.821695239411728,0.819986456750164,0.802219845083888,0.80746335933314,0.811767497548528
"AUT","Austria",0.833358929258254,0.833358929258254,0.820990907005416,0.808622884752579,0.804446130757631,0.800269376762683,0.819200484801902,0.838131592841122,0.823323464940507,0.829745393305749,0.829796992623278,0.832627593641485,0.851699379331962,0.838297613440046,0.809878864988212,0.803797528207648,0.794569354044805,0.808218641683048,0.812688976171841,0.809747349114818,0.79337619733819,0.783879119553415,0.791761762627215,0.796883902137448,0.791090492176619,0.781330162593172,0.764762381042037,0.749292073255196
"AZE","Azerbaijan",0.265182979874252,0.265182979874252,0.278049513365314,0.290916046856377,0.292130421599565,0.293344796342753,0.296109055055238,0.298873313767722,0.327997600062955,0.313731794035818,0.325615800543437,0.32275238078701,0.344023581938999,0.362198017887785,0.362718290450551,0.357117373810986,0.345338635983098,0.338304481721195,0.37043745618151,0.371790402725778,0.362264749117142,0.37231005991009,0.370602642577536,0.376547720006763,0.3824662513317,0.351075410398433,0.384430141442452,0.366483204387676
"BHS","Bahamas",0.718962687436772,0.718962687436772,0.727151676887621,0.73534066633847,0.74370828366281,0.75207590098715,0.754894888461773,0.757713875936395,0.745464851243297,0.745157729203214,0.740764251631405,0.719100701095392,0.722311539172599,0.722317320783368,0.695825174325496,0.684796631568625,0.682999747057854,0.678261225372726,0.668000261825331,0.659551598635259,0.639059026164695,0.628436188064736,0.622693778783322,0.613331734856967,0.599444181011283,0.602684730558011,0.611529940115224,0.611692172829801
